1,8.8188,0.25836,3.2075e+13
2,0.096646,0.050776,7.3607
3,0.021734,0.016627,4.0207
4,0.011451,0.006406,2.6226
5,0.004171,0.0030728,1.2023
6,0.0032624,0.0023256,0.83087
7,0.003091,0.0019445,0.73747
8,0.0022181,0.0015281,0.58771
9,0.0019388,0.001055,0.47885
10,0.0013613,0.0011732,0.42536
11,0.0013376,0.0008068,0.42071
12,0.0010929,0.0008841,0.34837
13,0.00093924,0.00074883,0.27495
14,0.0013196,0.00056687,0.23004
15,0.00062289,0.00049422,0.16813
16,0.00054666,0.00045014,0.16479
17,0.00054915,0.00038358,0.16161
18,0.00049929,0.00035978,0.12987
19,0.00044222,0.00035997,0.11778
20,0.00040443,0.00033182,0.11595
21,0.0003443,0.00028966,0.099185
22,0.0002895,0.00028622,0.094757
23,0.00030645,0.00024324,0.08203
24,0.00029859,0.00024593,0.076667
25,0.00023071,0.00019504,0.073514
26,0.0002025,0.00018277,0.073471
27,0.00026664,0.00013908,0.068465
28,0.00045298,0.00019154,0.063507
29,0.00019164,0.00015186,0.062729
30,0.00023417,0.00013034,0.055293
31,0.00018316,0.00015006,0.051745
32,0.00020219,0.00013582,0.048837
33,0.00016674,0.00013106,0.048328
34,0.00026164,0.00011218,0.046364
35,0.00014306,0.00012211,0.043629
36,0.00014302,0.00011534,0.04218
37,0.00014274,0.00011234,0.037541
38,0.00011816,9.9695e-05,0.033929
39,0.00012343,8.1631e-05,0.033892
40,0.00010201,9.4852e-05,0.033676
41,9.8818e-05,7.5681e-05,0.032863
42,8.7063e-05,7.9615e-05,0.032588
43,8.9558e-05,7.0546e-05,0.030763
44,9.4327e-05,6.207e-05,0.028673
45,8.9495e-05,5.9888e-05,0.026713
46,8.4181e-05,6.0226e-05,0.025809
47,8.9162e-05,5.7183e-05,0.024586
48,6.7343e-05,6.1121e-05,0.023739
49,5.9798e-05,5.2472e-05,0.023676
50,5.7001e-05,5.2631e-05,0.022722
51,5.9605e-05,4.9692e-05,0.022488
52,5.6673e-05,4.3411e-05,0.022347
53,5.0862e-05,4.1112e-05,0.020733
54,7.4767e-05,3.438e-05,0.019138
55,0.00015464,7.4187e-05,0.01882
56,4.449e-05,2.8251e-05,0.017709
57,4.9303e-05,2.5235e-05,0.015805
58,3.6365e-05,2.8766e-05,0.013967
59,3.3632e-05,2.8753e-05,0.013532
60,6.5512e-05,2.6745e-05,0.013378
61,3.2523e-05,2.7651e-05,0.013191
62,7.1791e-05,3.0121e-05,0.012835
63,2.6778e-05,2.3294e-05,0.012202
64,2.6457e-05,2.2831e-05,0.011218
65,2.7657e-05,2.1133e-05,0.01049
66,2.382e-05,2.1511e-05,0.010409
67,2.6262e-05,1.949e-05,0.009771
68,2.8447e-05,1.8064e-05,0.0097128
69,2.3731e-05,1.6214e-05,0.0091196
70,2.1434e-05,1.6959e-05,0.008857
71,1.8178e-05,1.7362e-05,0.0087222
72,2.344e-05,1.4551e-05,0.0079696
73,1.7649e-05,1.5365e-05,0.0078685
74,1.7758e-05,1.3871e-05,0.0073589
75,1.5847e-05,1.3899e-05,0.0069536
76,1.4848e-05,1.2794e-05,0.006544
77,1.2545e-05,1.0639e-05,0.0062223
78,1.2091e-05,9.6767e-06,0.0059648
79,2.2673e-05,9.3752e-06,0.0057906
80,1.2453e-05,7.6736e-06,0.0046465
81,2.1152e-05,9.9097e-06,0.004372
82,8.9879e-06,7.4696e-06,0.0042102
83,9.6618e-06,6.8954e-06,0.0038329
84,8.5546e-06,6.4407e-06,0.003687
85,4.5984e-06,3.9257e-06,0.0029069
