1,0.00014569,0.00014569
2,0.00014563,0.00014562
3,0.0001456,0.00014559
4,0.00014497,0.00014472
5,0.00014424,0.00014369
6,0.00014365,0.00014283
7,0.00014365,0.00014284
8,0.00014365,0.00014283
9,0.00014338,0.00014248
10,0.00014336,0.00014246
11,0.00014284,0.00014183
12,0.00014188,0.00014101
13,0.00014159,0.00014068
14,0.00014159,0.00014068
15,0.00014159,0.00014068
16,0.00014159,0.00014068
17,0.00014155,0.00014064
18,0.00014149,0.00014063
19,0.00014149,0.00014062
20,0.00014365,0.00014284
21,0.00014189,0.00014097
22,0.00014188,0.000141
23,0.00014283,0.00014184
24,0.00014175,0.00014088
25,0.00014159,0.00014068
26,0.00014159,0.00014068
27,0.00083789,0.00083262
28,0.00083207,0.00082867
29,0.00014561,0.00014561
30,0.00014351,0.00014265
31,0.00014337,0.00014247
32,0.0001431,0.00014213
33,0.00014167,0.00014078
34,0.00014159,0.00014069
35,0.00014159,0.00014068
36,0.00014157,0.00014066
37,0.00014152,0.00014063
38,0.00014149,0.00014063
39,0.00014182,0.00014094
40,0.00014159,0.00014068
41,6.5717e-05,6.5717e-05
