1,0.00071915,0.0007196
2,0.00071756,0.00071737
3,0.00071607,0.00071583
4,0.00071763,0.00071676
5,0.0007176,0.00071764
6,0.00071785,0.00071751
7,0.00071877,0.00071971
8,0.00071489,0.00071471
9,0.00071522,0.00071509
10,0.00071405,0.0007137
11,0.0007134,0.00071355
12,0.00071752,0.00071758
13,0.00071752,0.00071711
14,0.00071764,0.00071669
15,0.00071763,0.00071642
16,0.00071778,0.00071729
17,0.00071887,0.0007201
18,0.00071896,0.00072022
19,0.00071793,0.00071764
20,0.00071605,0.00071597
21,0.00071604,0.0007161
22,0.00071602,0.00071615
23,0.0007154,0.00071525
24,0.00071534,0.00071521
25,0.00071483,0.00071465
26,0.0007146,0.00071442
27,0.00071411,0.00071392
28,0.00071398,0.00071364
29,0.00071436,0.0007137
30,0.00071377,0.00071381
31,0.00071358,0.0007137
32,0.00071332,0.00071348
33,0.00071334,0.0007136
34,0.00071776,0.0007178
35,0.00071603,0.00071605
36,0.0071522,0.0071552
37,0.00072662,0.00072679
38,0.00072211,0.00072243
39,1.5772e-05,1.5772e-05
